video_id,question_id,question,category,correct_answer,status,error,elapsed_time,option_1,option_1_similarity,option_2,option_2_similarity,option_3,option_3_similarity,option_4,option_4_similarity,min_similarity,max_similarity,mean_similarity,std_similarity
000033,5,What was the primary cause of this accident?,Accident Cause,"The sudden stop of the front car resulted in the dodge of the white car, thw white car hit with another car on side when avoiding",success,,4.828990459442139,The sudden stop of the front car caused the white car to collide directly with it from behind,0.4652667804839373,"The white car swerved to avoid a collision, but lost control and crashed into the vehicle on the left side",0.148557677231841,"The white car attempted to change lanes abruptly, leading to a side impact with another vehicle",0.1552135138481247,"The driver of the white car failed to maintain proper distance, resulting in a rear-end collision",0.13711084385012062,0.13711084385012062,0.4652667804839373,0.22653720385350593,0.13798257131765115
000033,6,What critical action could have most effectively prevented this collision?,Accident Prevention,The driver of the light-color car ensures the target lane is clear by checking mirrors and blind spots before initiating the lane change.,success,,7.610080242156982,The driver of the light-color car checks mirrors but assumes the blind spot is clear without turning their head.,0.32830823660353403,The driver of the dark-color car should have accelerated to prevent the lane change from occurring.,0.33683431458392,The driver of the dark-color car maintains a safe following distance to avoid sudden braking.,0.07864163588777842,"The light-color car signals before changing lanes, ensuring other drivers are aware of its intention.",0.09498397103880943,0.07864163588777842,0.33683431458392,0.20969203952851045,0.12305192967386064
000042,1,"Based on the video, what were the primary weather and road surface conditions at the time of the accident?",Weather & Light,"Daytime with good visibility, but the road was covered in snow and ice, making it extremely slippery.",success,,4.828323125839233,"Daytime with clear skies, and the road was dry and free of snow or ice.",0.2843991404870051,"Daytime with moderate snow on the ground, but the road was treated with salt and had good traction.",0.2624350628917404,"Nighttime with heavy snowfall reducing visibility, but the road surface was mostly cleared.",0.11563140067275504,"Poor visibility due to fog during the day, with wet pavement from melting snow causing slippery conditions.",0.18131115139138382,0.11563140067275504,0.2843991404870051,0.21094418886072108,0.067099896662963
000042,2,Which of the following best describes the traffic environment where the collision took place?,Traffic Environment,A residential or urban street with snow piled up on the sides and cars parked along the road.,success,,5.417045593261719,city street with snow piled up on the sides and cars driving in both directions,0.47607735895657854,residential area with snow on the ground but no visible parked cars along the road,0.44604229909341087,snowy highway with multiple lanes and no parked vehicles on the sides,0.16414724025849173,narrow rural road with snow-covered shoulders and no buildings nearby,0.1308461683753863,0.1308461683753863,0.47607735895657854,0.30427826667096686,0.1575812221375485
000042,3,What is the configuration of the road shown in the video?,Road Configuration,"A two-way, two-lane road where lane markings are not visible due to snow cover.",success,,5.785958766937256,"one-way, two-lane road with visible lane markings despite snow cover on the shoulders",0.7814690324379754,"two-way, single-lane road where snow has obscured the center line and traffic flow is bidirectional",0.22792124760303267,"two-way, two-lane road with clearly marked lanes that are partially covered by snow",0.26369127973736195,"one-way, multi-lane road with no visible lane markings due to heavy snow accumulation",0.5993079363503689,0.22792124760303267,0.7814690324379754,0.46809737403218465,0.23177814340831712
000042,4,How would you classify the type of collision that occurs in the video?,Accident Type,A loss-of-control accident where the ego vehicle swerved to avoid an oncoming vehicle and spun out.,success,,5.068318605422974,"loss-of-control accident due to icy road conditions, resulting in the ego vehicle spinning out without avoiding another vehicle.",0.3945945371392541,T-bone collision where the ego vehicle was struck perpendicularly by an oncoming vehicle.,0.30504195960138425,rear-end collision where the ego vehicle struck a stopped car from behind.,0.109371027110783,side-swipe incident caused by the ego vehicle drifting into the adjacent lane.,0.10328620935718054,0.10328620935718054,0.3945945371392541,0.2280734333021505,0.12581290132505862
000042,5,What was the most significant contributing factor to this accident?,Accident Cause,"An oncoming vehicle suddenly changed lanes into the ego vehicle's path, forcing a dangerous evasive maneuver on the icy road.",success,,5.28972053527832,An oncoming vehicle lost control due to icy conditions and veered into the ego vehicle's lane.,0.26742185788590755,"The ego vehicle attempted a sudden turn to avoid an obstacle, causing it to skid on the icy road.",0.1670850763016272,"The accident occurred because the ego vehicle was traveling too fast for the road conditions, leading to a loss of control.",0.1206650083092165,"pedestrian stepped into the roadway unexpectedly, prompting the ego vehicle to swerve sharply.",0.07633215105152312,0.07633215105152312,0.26742185788590755,0.15787602338706858,0.07092101111488405
000042,6,Which of the following actions by the driver of the dark car would have been most effective in preventing this accident?,Accident Prevention,The oncoming vehicle should have stayed in its own lane and avoided making a sudden lane change.,success,,4.5628981590271,The driver of the dark car should have slowed down to avoid hitting the pedestrian crossing the road.,0,The oncoming vehicle should have yielded to the dark car since it was already in motion.,0.1790270112808865,The dark car driver could have prevented the accident by maintaining a safe distance from the vehicle ahead.,0.05142533297483501,The driver of the dark car should have signaled before changing lanes to alert other drivers.,0,0,0.1790270112808865,0.057613086063930376,0.07317473077589681
000062,1,"Based on the visual evidence, what are the prevailing weather and road surface conditions at the time of the incident?",Weather & Light,"Daylight with overcast skies, and the road is wet and potentially icy due to snow.",success,,4.365845680236816,"Daylight with clear skies, and the road is dry and free of snow or ice",0.2932970349068779,"Daylight with overcast skies, but the road is dry due to recent clearing efforts",0.34988145637605994,"Bright sunlight with scattered clouds, and the road is wet from melting snow",0.22051023804780692,"Nighttime with heavy snowfall, and the road surface is covered in fresh snow",0.09772055157902959,0.09772055157902959,0.34988145637605994,0.2403523202274436,0.09425670285309554
000062,2,Which of the following best describes the traffic environment shown in the video?,Traffic Environment,A multi-lane urban arterial road with moderate traffic flow.,success,,4.353579044342041,multi-lane suburban road with heavy traffic during rush hour.,0.3622541566796917,two-lane residential street with light traffic and snow-covered sidewalks.,0.13048165403313663,busy urban highway with multiple lanes and high-speed vehicle movement.,0.0955045089810801,narrow city street with moderate traffic and frequent pedestrian crossings.,0.16242139004055683,0.0955045089810801,0.3622541566796917,0.1876654274336163,0.10353997372270532
000062,3,What is the physical configuration of the road where the accident occurs?,Road Configuration,"A two-way, multi-lane road with no physical median or barrier separating opposing traffic.",success,,4.147798776626587,one-way road with multiple lanes and a central divider separating traffic flows.,0.292083856305017,two-way road with a physical median barrier preventing cross-traffic collisions.,0.48462466562362433,multi-lane road with opposing traffic separated by a painted center line but no physical barrier.,0.5566871649621762,divided highway with separate carriageways for each direction of travel.,0,0,0.5566871649621762,0.33334892172270436,0.2153999946748409
000062,4,What type of collision occurs in this video?,Accident Type,A sideswipe/angle collision initiated by the right-side vehicle suddenly cutting into the recording vehicle's lane.,success,,4.383382797241211,sideswipe collision initiated by the recording vehicle drifting into the adjacent lane.,0.536876373026344,T-bone collision resulting from the right-side vehicle suddenly accelerating into the path of the recording vehicle.,0.4393387921099184,rear-end collision caused by the recording vehicle failing to maintain a safe following distance.,0.14899725517661522,side-impact collision where both vehicles were traveling in the same direction but at different speeds.,0.03422364760059459,0.03422364760059459,0.536876373026344,0.289859016978368,0.20527618918003845
000062,5,What is the primary and most direct cause of this accident?,Accident Cause,"The vehicle on the right side executed a sudden, unsignaled lane change, cutting directly in front of the recording vehicle.",success,,4.600194215774536,"The white sedan on the right made a lane change but signaled properly, resulting in confusion for surrounding vehicles.",0.21020527954183754,"The vehicle on the left side failed to maintain a safe following distance, leading to a rear-end collision.",0.06711514458700757,"The recording vehicle accelerated too quickly, causing the other driver to swerve abruptly.",0.14143594919579813,"The road conditions were slippery due to snow, which contributed to the loss of control by the recording vehicle.",0.13201605660744717,0.06711514458700757,0.21020527954183754,0.1376931074830226,0.05070873128458555
000062,6,What action would have most effectively prevented this collision?,Accident Prevention,"The driver of the right-side vehicle should have avoided making a sudden lane change, checked mirrors, and signaled before merging.",success,,4.883808612823486,The collision could have been avoided if the right-side vehicle had braked immediately after entering the lane.,0.3008256645350359,"The driver on the right should have signaled and checked mirrors, but only if traffic was clear in front.",0.448515232355984,The driver of the left-side vehicle should have accelerated to maintain a safe distance from the merging car.,0.14960345821587184,The left-side driver should have changed lanes to avoid the merging vehicle before it entered their path.,0.14960345821587184,0.14960345821587184,0.448515232355984,0.26213695333069087,0.12405770261515127
000066,1,"Based on the video, what were the weather and lighting conditions at the time of the accident?",Weather & Light,"Clear sky with bright, sunny daylight",success,,4.093519926071167,Overcast sky with diffused daylight and light cloud cover,0.24138086478907445,Clear sky with dim lighting due to early morning conditions,0.24138086478907445,Bright sunlight but with heavy fog reducing visibility,0.14847233263391715,Partly cloudy with strong afternoon sun and scattered shadows,0,0,0.24138086478907445,0.1578085155530165,0.09869063659513602
000066,2,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,"An urban main road with multiple lanes, large buildings, and pedestrian crosswalks.",success,,4.219944715499878,"An urban intersection with traffic lights, crosswalks, and surrounding commercial buildings.",0.2891720451163031,rural two-lane road with open fields and minimal traffic signs.,0.09166670552208447,"highway with high-speed lanes, guardrails, and limited pedestrian access.",0.18333341104416892,"narrow residential street with parked cars, trees, and low-rise houses.",0,0,0.2891720451163031,0.14104304042063912,0.10731011040288309
000066,3,What is the configuration of the road where the incident took place?,Road Configuration,A signalized cross-intersection on a multi-lane road divided by a median barrier.Few vehicles were on the road.,success,,5.159295558929443,"multi-lane road with a central divider and traffic signals, but the intersection was uncontrolled due to malfunctioning lights.",0.33343552682026173,"two-way street without a median barrier, where vehicles were approaching from both directions at a non-signalized junction.",0.30057873638640237,"signalized intersection on a divided highway with multiple lanes, though traffic was heavy during peak hours.",0.1986082438076514,"crossroad with stop signs instead of traffic signals, and the road had no physical separation between opposing traffic flows.",0.09860825590081408,0.09860825590081408,0.33343552682026173,0.2328076907287824,0.09205700204742469
000066,4,What type of collision occurred between the two vehicles?,Accident Type,"A T-bone (side-impact) collision, causing the ego-vehicle to roll over.",success,,4.333831548690796,"rear-end collision, causing the ego-vehicle to lose control and roll over.",0.43517037011957793,T-bone collision that led to the ego-vehicle skidding forward without rolling over.,0.32857718943062375,"frontal impact collision where the ego-vehicle was struck from the front, causing it to flip.",0.46385115102764984,"side-swipe collision, resulting in the ego-vehicle spinning out of control.",0.18640660432137457,0.18640660432137457,0.46385115102764984,0.35350132872480655,0.10884481527342574
000066,5,What was the primary cause of this accident?,Accident Cause,The other vehicle entered the intersection from the left and failed to yield the right-of-way.,success,,3.963862419128418,The vehicle on the right failed to stop at the stop sign before entering the intersection.,0.31416005432794314,The other vehicle entered the intersection from the left but was traveling at a high speed.,0.3963872307907246,The driver of the recording vehicle did not slow down in time to avoid the collision.,0.05188870118155329,The accident occurred because the driver misjudged the distance between the vehicles.,0,0,0.3963872307907246,0.19060899657505526,0.16821463631190522
000066,6,Which action would have been most effective in preventing this collision?,Accident Prevention,The car rushed from the left side obeies the traffic signal or stop sign and yielding to traffic with the right-of-way.,success,,4.35942006111145,The car from the right side should have yielded to the vehicle approaching from the left.,0.25558853607541676,The driver should have slowed down before entering the intersection to avoid sudden stops.,0,The vehicle on the left could have avoided the collision by stopping completely at the stop sign before proceeding.,0.1970956735913259,"The driver failed to check for oncoming traffic, so increasing speed would have helped clear the intersection faster.",0.1264123758217392,0,0.25558853607541676,0.14477414637212047,0.09528126685160243
000074,1,"Based on the visual evidence, what are the prevailing weather and road conditions at the time of the incident?",Weather & Light,"A clear day with good visibility, but there is significant snow on the roadsides and the pavement is wet/slushy.",success,,4.375375032424927,"The weather is clear with good visibility, and the roads are completely cleared of snow and ice.",0.29097445709738246,"cloudy day with reduced visibility, and the road surface is dry but icy in patches.",0.10258166628099466,"Heavy snowfall is occurring, making the roads slippery and visibility poor.",0.04385731023159255,"It is a sunny day with no precipitation, but there is slush on the road due to recent melting snow.",0.1278652011620803,0.04385731023159255,0.29097445709738246,0.1413196586930125,0.0916203068874923
000074,2,Which of the following best describes the traffic environment where the collision takes place?,Traffic Environment,"A signalized suburban intersection with multiple lanes, surrounded by buildings and snowbanks.",success,,4.176926374435425,signalized intersection in a commercial area with snowbanks and multiple vehicles present,0.4051290703221191,multi-lane urban roundabout with heavy pedestrian activity and snow-covered sidewalks,0,rural two-lane road with no traffic signals and open fields on both sides,0,An uncontrolled suburban crossroad with low traffic volume and minimal surrounding structures,0.09033144053848585,0,0.4051290703221191,0.12386512771515124,0.1665225610197156
000074,3,What is the configuration of the roadway where the accident occurs?,Road Configuration,"A four-way intersection controlled by traffic lights, with plenty vehcles passing though",success,,4.381161212921143,"two-way road with a center divider and traffic lights at both ends, but no cross traffic",0.2720063887937427,"four-way intersection controlled by stop signs, with limited vehicle flow and clear visibility",0.23523618879261188,"T-intersection with stop signs, where traffic is moderate and vehicles yield to the right",0.13238651614433034,"roundabout with multiple entry points and no traffic signals, surrounded by snowbanks",0.049958116301645296,0.049958116301645296,0.2720063887937427,0.17239680250808256,0.08726814001037912
000074,4,How would you classify the type of collision shown in the video?,Accident Type,"A side-impact (T-bone) collision, where the front of the bus strikes the side of the turning sedan.",success,,4.503093957901001,"rear-end collision, where the sedan was struck from behind by the bus.",0.2310426130041065,"head-on collision, where the front of the bus and the front of the sedan collided directly.",0.2203530379254352,"side-impact collision, where the side of the bus struck the front of the turning sedan.",0.6097046711883473,"sideswipe collision, where the vehicles slid past each other without significant impact.",0.14247809531134292,0.14247809531134292,0.6097046711883473,0.30089460435730797,0.18153904010832544
000074,5,What was the primary and most direct cause of this accident?,Accident Cause,The bus driver failed to yield the right-of-way to the oncoming straight-travelling sedan,success,,4.655756950378418,The bus driver turned left without checking for oncoming traffic from the side road,0.24208970117221246,"The bus driver had the right-of-way due to the traffic light being green, so the sedan was at fault",0.3945727046140715,The sedan failed to stop at the intersection despite the traffic signal indicating red,0.13949069085524368,The collision occurred because the sedan was traveling at an excessive speed through the intersection,0.04975645974438364,0.04975645974438364,0.3945727046140715,0.20647738909647784,0.12815688815792237
000074,6,Which specific action by the sedan driver would have most effectively prevented this collision?,Accident Prevention,The bus waits outside until the oncoming sedan had completely passed before getting into the intersection,success,,3.882366418838501,The sedan should have yielded to the bus since the bus was already in the intersection,0.28874078484080945,The sedan driver should have accelerated quickly to clear the intersection before the bus arrived,0.15805801711582312,The bus would have avoided the collision if the sedan had stopped at the crosswalk line,0.08743864359208012,The sedan driver could have prevented the crash by turning left instead of proceeding straight,0.03059126656315428,0.03059126656315428,0.28874078484080945,0.14120717802796673,0.09640675687127129
000078,1,"Based on the visual evidence, what were the weather and road surface conditions at the time of the incident?",Weather & Light,"Daytime,dusk/down with basic light  vercast sky, wet road surface, and snow on the roadside.",success,,4.667418003082275,"Daytime, clear sky, dry road surface, and no snow visible on the roadside",0.34676811572856286,"Dusk with low visibility, overcast sky, dry road surface, and ice patches on the roadside",0.258357861245344,"Daytime, overcast sky, wet road surface, and no snow present on the roadside",0.4649150699475243,"Nighttime, cloudy conditions, wet road surface, and snow along the roadside",0.28337572839745573,0.258357861245344,0.4649150699475243,0.33835419382972165,0.07986002493998924
000078,2,n what type of traffic environment did the initial conflict that led to the crash occur?,Traffic Environment,On a rural high-speed highway with no intersections.,success,,4.15228271484375,On a two-lane rural road with multiple intersections and traffic signs.,0.2896988527249152,On a divided highway with moderate speed limits and occasional side roads.,0.27318032349843996,In an urban area with heavy traffic and frequent stops at traffic lights.,0,At a busy intersection where vehicles were merging from multiple directions.,0,0,0.2896988527249152,0.1407197940558388,0.14084093213655405
000078,3,What is the configuration of the main road shown in the video,Road Configuration,"A two-way road with multiple lanes, separated by double solid yellow lines.",success,,4.830454111099243,one-way road with multiple lanes and a dashed center line.,0.40134782577128825,two-way road with a single lane in each direction separated by a solid white line.,0.32991241375923513,divided highway with a median barrier separating traffic moving in opposite directions.,0,"two-lane road with no center line markings, allowing for passing in both directions.",0.05259013150943918,0,0.40134782577128825,0.19596259275999064,0.17254176950168723
000078,4,What was the final and most severe type of collision that occurred as a result?,Accident Type,"A rear-end collision, where the sedan in reverse was hit by the white van.",success,,4.816312551498413,side-swipe collision between the white van and the sedan as they traveled in the same direction.,0.2512209195743815,rear-end collision occurred when the sedan hit the white van from behind while reversing.,0.6672440537667108,The sedan collided with the white van while both vehicles were moving forward.,0.1583829456723143,The final collision was a T-bone impact caused by the white van turning left into the path of the sedan.,0.17762415760800904,0.1583829456723143,0.6672440537667108,0.3136180191553539,0.20708514481301737
000078,5,What was the primary action that initiated the chain of events leading to the collision?,Accident Cause,The driver of the white sedan unsafely blocked the main road and get ou of control,success,,4.794162034988403,The white sedan lost control after hitting a patch of ice on the road,0.3096814100364304,The driver of the white sedan attempted to overtake a van but misjudged the distance,0.20559523747415964,The black sedan suddenly changed lanes without signaling and caused the white car to swerve,0.0841683384117096,The collision occurred because the van in front slowed down unexpectedly,0,0,0.3096814100364304,0.14986124648057492,0.1177101459075952
000078,6,Which action by one of the drivers could have most effectively prevented this entire accident sequence from happening?,Accident Prevention,The sedan should not turn at the highway,success,,3.5828330516815186,The driver of the van should not have entered the highway lane,0.22187715972855818,The sedan should have maintained a safe distance from the van,0.15680442242664425,The van should have signaled before changing lanes,0,The sedan should have accelerated to avoid the collision,0.1666898128441496,0,0.22187715972855818,0.136342848749838,0.08253045647956035
000117,1,"Based on the video, what weather or lighting condition significantly impacts the driving environment?",Weather & Light,"The sun is low in the sky, creating strong glare and backlighting.",success,,4.365946054458618,"The road surface is wet, causing reduced tire traction and increased braking distance.",0,"The sun is positioned directly ahead, causing temporary blindness and difficulty seeing the road ahead.",0.07716713148683463,"There is heavy fog reducing visibility, making it hard to see vehicles in the distance.",0,"The bright sunlight reflects off the windshield, creating a glare that affects the driver's vision.",0.18518647451550702,0,0.18518647451550702,0.06558840150058541,0.07589704025813683
000117,2,Which of the following best describes the traffic environment where the incident occurs?,Traffic Environment,"An urban multi-lane main road with a bus stop area, but no pedestrian crosswalk present.",success,,4.298539400100708,rural two-lane road with a bus stop and no visible pedestrian infrastructure.,0.29638715356974166,"An urban main road with multiple lanes and a bus stop, but featuring a marked pedestrian crossing.",0.3610903674554833,An urban multi-lane road with a pedestrian crosswalk and a bus stop area present.,0.9341329758987427,suburban road with a single lane in each direction and a bus shelter located on the sidewalk.,0.13116438718592247,0.13116438718592247,0.9341329758987427,0.4306937210274725,0.3025110684204992
000117,3,What best describes the road section where the front vehicle brakes suddenly in this video?,Road Configuration,"A section of multi-lane road near a bus stop, with no pedestrian crosswalk present.",success,,4.9455201625823975,"section of multi-lane road near a bus stop, with a pedestrian crosswalk visible on the side.",0.7774676992360396,"single-lane road near a bus stop, with no pedestrian crosswalk present.",0.6976226204271404,"multi-lane road near a bus stop, where the front vehicle brakes due to a pedestrian crossing the road.",0.48008353280526245,two-lane road with a pedestrian crosswalk and a bus stop located directly ahead.,0.36691281458818736,0.36691281458818736,0.7774676992360396,0.5805216667641575,0.16448171139694842
000117,4,What type of collision occurs between the recording vehicle and the vehicle in front?,Accident Type,A rear-end collision.,success,,4.208765983581543,side-impact collision between the vehicles.,0.1978216261777631,"The vehicle in front was hit from the rear, causing it to stop suddenly.",0.1989360615497929,collision occurred when the recording vehicle changed lanes into the path of the other car.,0.12096857807872113,The recording vehicle collided with the vehicle in front due to a sudden braking maneuver by the latter.,0,0,0.1989360615497929,0.12943156645156928,0.08113603957939608
000117,5,What is the primary cause of this rear-end collision?,Accident Cause,The recording vehicle failed to maintain a safe following distance from the car ahead.,success,,4.892761945724487,The driver of the recording vehicle misjudged the speed of the vehicle ahead due to glare from the sun.,0.2183842162221322,"The car ahead suddenly braked without warning, causing the rear-end collision.",0.15072171344416138,"The recording vehicle was distracted by a pedestrian on the sidewalk, leading to the crash.",0.12173475519288657,"The front vehicle made an unexpected lane change, which triggered the collision.",0.05434643441666814,0.05434643441666814,0.2183842162221322,0.13629677981896207,0.058894689060435684
000117,6,"What action could the driver of the recording vehicle have taken to prevent this accident, especially considering the visual conditions?",Accident Prevention,Maintaining a greater following distance to allow for more reaction time.,success,,3.98068904876709,Using a higher beam setting to improve visibility during bright daylight conditions.,0,Reducing speed only after noticing the vehicle ahead began braking.,0,Applying brakes more abruptly to shorten stopping distance in low-visibility situations.,0.0875986255211431,Assuming the leading vehicle would maintain a consistent speed and not suddenly slow down.,0,0,0.0875986255211431,0.021899656380285775,0.03793131751895489
000125,1,"Based on the visual information in the video, what are the prevailing weather and road conditions?",Weather & Light,"Daytime, winter with snow covering the ground and roadsides, and slippery snow/slush road surface.",success,,5.17505407333374,"Daytime, winter with snow on the ground and roadsides, but dry and clear road surface",0.4662479192062095,"Nighttime, winter with snow covering the ground and roadsides, and wet road surface",0.5418336199777148,"Daytime, winter with snow on the ground and roadsides, and icy road surface due to freezing rain",0.4155252230119569,"Daytime, winter with no snow visible on the ground, but wet and slushy road conditions",0.28868674537439787,0.28868674537439787,0.5418336199777148,0.42807337689256975,0.09217480376903622
000125,2,Which of the following best describes the traffic environment where the incident takes place?,Traffic Environment,A multi-lane urban road with moderate traffic and buildings alongside.,success,,4.309648275375366,rural two-lane road surrounded by trees and open fields,0.20496928229477343,wet urban intersection with heavy traffic and traffic lights,0.24099710198732122,narrow residential street with low traffic and parked cars on both sides,0.06495432942540572,busy highway with multiple lanes and high-speed vehicles,0,0,0.24099710198732122,0.1277301784268751,0.09880673160010477
000125,3,What is the configuration of the road in the direction the recording vehicle is traveling?,Road Configuration,A road with at least two lanes for the direction of travel.,success,,4.951233625411987,road with a single lane for the direction of travel.,0.5588614246855914,"road with two lanes in each direction, separated by a median.",0.5071410109569023,"road with multiple lanes, but only one lane is designated for through traffic.",0.2652762203633663,road with a shared lane for both directions of travel.,0.3047899960463039,0.2652762203633663,0.5588614246855914,0.409017163013041,0.1261015000101416
000125,4,What type of collision occurs in the video?,Accident Type,A sideswipe collision resulting from an unsafe lane change.,success,,4.379734992980957,rear-end collision caused by sudden braking in wet conditions.,0.04272166878773005,sideswipe collision due to a vehicle swerving to avoid a pedestrian.,0.1502055554528337,T-bone collision resulting from a driver failing to yield at an intersection.,0.17410043580865203,sideswipe collision caused by hydroplaning on a wet road surface.,0.14558006680845312,0.04272166878773005,0.17410043580865203,0.12815193171441722,0.050496774810557025
000125,5,What was the primary and most direct cause of this accident?,Accident Cause,The white van executed a sudden lane change without checking for or yielding to traffic in the adjacent lane.,success,,4.53003191947937,The black sedan failed to maintain a safe following distance behind the vehicle ahead.,0,The white van was struck by the oncoming vehicle due to poor visibility from rain and snow.,0.09595654041883837,The driver of the white van changed lanes after noticing the approaching car but did not signal in time.,0.08266736444642926,"The accident occurred because the road surface was wet and slippery, causing loss of vehicle control.",0,0,0.09595654041883837,0.04465597621631691,0.0449024663753058
