video_id,question_id,question,category,correct_answer,status,error,elapsed_time,option_1,option_1_similarity,option_2,option_2_similarity,min_similarity,max_similarity,mean_similarity,std_similarity
000066,4,What type of collision occurred between the two vehicles?,Accident Type,"A T-bone (side-impact) collision, causing the ego-vehicle to roll over.",success,,4.333831548690796,"rear-end collision, causing the ego-vehicle to lose control and roll over.",0.43517037011957793,T-bone collision that led to the ego-vehicle skidding forward without rolling over.,0.32857718943062375,0.32857718943062375,0.43517037011957793,0.38187377977510084,0.05329659034447709
000066,5,What was the primary cause of this accident?,Accident Cause,The other vehicle entered the intersection from the left and failed to yield the right-of-way.,success,,3.963862419128418,The vehicle on the right failed to stop at the stop sign before entering the intersection.,0.31416005432794314,The other vehicle entered the intersection from the left but was traveling at a high speed.,0.3963872307907246,0.31416005432794314,0.3963872307907246,0.35527364255933386,0.04111358823139072
000066,6,Which action would have been most effective in preventing this collision?,Accident Prevention,The car rushed from the left side obeies the traffic signal or stop sign and yielding to traffic with the right-of-way.,success,,4.35942006111145,The car from the right side should have yielded to the vehicle approaching from the left.,0.25558853607541676,The driver should have slowed down before entering the intersection to avoid sudden stops.,0,0,0.25558853607541676,0.12779426803770838,0.12779426803770838
000074,1,"Based on the visual evidence, what are the prevailing weather and road conditions at the time of the incident?",Weather & Light,"A clear day with good visibility, but there is significant snow on the roadsides and the pavement is wet/slushy.",success,,4.375375032424927,"The weather is clear with good visibility, and the roads are completely cleared of snow and ice.",0.29097445709738246,"cloudy day with reduced visibility, and the road surface is dry but icy in patches.",0.10258166628099466,0.10258166628099466,0.29097445709738246,0.19677806168918854,0.0941963954081939
000074,2,Which of the following best describes the traffic environment where the collision takes place?,Traffic Environment,"A signalized suburban intersection with multiple lanes, surrounded by buildings and snowbanks.",success,,4.176926374435425,signalized intersection in a commercial area with snowbanks and multiple vehicles present,0.4051290703221191,multi-lane urban roundabout with heavy pedestrian activity and snow-covered sidewalks,0,0,0.4051290703221191,0.20256453516105954,0.20256453516105954
000074,3,What is the configuration of the roadway where the accident occurs?,Road Configuration,"A four-way intersection controlled by traffic lights, with plenty vehcles passing though",success,,4.381161212921143,"two-way road with a center divider and traffic lights at both ends, but no cross traffic",0.2720063887937427,"four-way intersection controlled by stop signs, with limited vehicle flow and clear visibility",0.23523618879261188,0.23523618879261188,0.2720063887937427,0.2536212887931773,0.018385100000565424
000074,4,How would you classify the type of collision shown in the video?,Accident Type,"A side-impact (T-bone) collision, where the front of the bus strikes the side of the turning sedan.",success,,4.503093957901001,"rear-end collision, where the sedan was struck from behind by the bus.",0.2310426130041065,"head-on collision, where the front of the bus and the front of the sedan collided directly.",0.2203530379254352,0.2203530379254352,0.2310426130041065,0.22569782546477085,0.005344787539335649
000074,5,What was the primary and most direct cause of this accident?,Accident Cause,The bus driver failed to yield the right-of-way to the oncoming straight-travelling sedan,success,,4.655756950378418,The bus driver turned left without checking for oncoming traffic from the side road,0.24208970117221246,"The bus driver had the right-of-way due to the traffic light being green, so the sedan was at fault",0.3945727046140715,0.24208970117221246,0.3945727046140715,0.318331202893142,0.07624150172092953
000074,6,Which specific action by the sedan driver would have most effectively prevented this collision?,Accident Prevention,The bus waits outside until the oncoming sedan had completely passed before getting into the intersection,success,,3.882366418838501,The sedan should have yielded to the bus since the bus was already in the intersection,0.28874078484080945,The sedan driver should have accelerated quickly to clear the intersection before the bus arrived,0.15805801711582312,0.15805801711582312,0.28874078484080945,0.2233994009783163,0.06534138386249316
000078,1,"Based on the visual evidence, what were the weather and road surface conditions at the time of the incident?",Weather & Light,"Daytime,dusk/down with basic light  vercast sky, wet road surface, and snow on the roadside.",success,,4.667418003082275,"Daytime, clear sky, dry road surface, and no snow visible on the roadside",0.34676811572856286,"Dusk with low visibility, overcast sky, dry road surface, and ice patches on the roadside",0.258357861245344,0.258357861245344,0.34676811572856286,0.3025629884869534,0.04420512724160944
000078,2,n what type of traffic environment did the initial conflict that led to the crash occur?,Traffic Environment,On a rural high-speed highway with no intersections.,success,,4.15228271484375,On a two-lane rural road with multiple intersections and traffic signs.,0.2896988527249152,On a divided highway with moderate speed limits and occasional side roads.,0.27318032349843996,0.27318032349843996,0.2896988527249152,0.2814395881116776,0.008259264613237616
000078,3,What is the configuration of the main road shown in the video,Road Configuration,"A two-way road with multiple lanes, separated by double solid yellow lines.",success,,4.830454111099243,one-way road with multiple lanes and a dashed center line.,0.40134782577128825,two-way road with a single lane in each direction separated by a solid white line.,0.32991241375923513,0.32991241375923513,0.40134782577128825,0.3656301197652617,0.035717706006026556
000078,4,What was the final and most severe type of collision that occurred as a result?,Accident Type,"A rear-end collision, where the sedan in reverse was hit by the white van.",success,,4.816312551498413,side-swipe collision between the white van and the sedan as they traveled in the same direction.,0.2512209195743815,rear-end collision occurred when the sedan hit the white van from behind while reversing.,0.6672440537667108,0.2512209195743815,0.6672440537667108,0.45923248667054617,0.20801156709616467
000078,5,What was the primary action that initiated the chain of events leading to the collision?,Accident Cause,The driver of the white sedan unsafely blocked the main road and get ou of control,success,,4.794162034988403,The white sedan lost control after hitting a patch of ice on the road,0.3096814100364304,The driver of the white sedan attempted to overtake a van but misjudged the distance,0.20559523747415964,0.20559523747415964,0.3096814100364304,0.25763832375529505,0.05204308628113538
000078,6,Which action by one of the drivers could have most effectively prevented this entire accident sequence from happening?,Accident Prevention,The sedan should not turn at the highway,success,,3.5828330516815186,The driver of the van should not have entered the highway lane,0.22187715972855818,The sedan should have maintained a safe distance from the van,0.15680442242664425,0.15680442242664425,0.22187715972855818,0.1893407910776012,0.032536368650956965
000117,1,"Based on the video, what weather or lighting condition significantly impacts the driving environment?",Weather & Light,"The sun is low in the sky, creating strong glare and backlighting.",success,,4.365946054458618,"The road surface is wet, causing reduced tire traction and increased braking distance.",0,"The sun is positioned directly ahead, causing temporary blindness and difficulty seeing the road ahead.",0.07716713148683463,0,0.07716713148683463,0.038583565743417314,0.038583565743417314
000117,2,Which of the following best describes the traffic environment where the incident occurs?,Traffic Environment,"An urban multi-lane main road with a bus stop area, but no pedestrian crosswalk present.",success,,4.298539400100708,rural two-lane road with a bus stop and no visible pedestrian infrastructure.,0.29638715356974166,"An urban main road with multiple lanes and a bus stop, but featuring a marked pedestrian crossing.",0.3610903674554833,0.29638715356974166,0.3610903674554833,0.32873876051261247,0.032351606942870814
000117,3,What best describes the road section where the front vehicle brakes suddenly in this video?,Road Configuration,"A section of multi-lane road near a bus stop, with no pedestrian crosswalk present.",success,,4.9455201625823975,"section of multi-lane road near a bus stop, with a pedestrian crosswalk visible on the side.",0.7774676992360396,"single-lane road near a bus stop, with no pedestrian crosswalk present.",0.6976226204271404,0.6976226204271404,0.7774676992360396,0.7375451598315901,0.03992253940444962
000117,4,What type of collision occurs between the recording vehicle and the vehicle in front?,Accident Type,A rear-end collision.,success,,4.208765983581543,side-impact collision between the vehicles.,0.1978216261777631,"The vehicle in front was hit from the rear, causing it to stop suddenly.",0.1989360615497929,0.1978216261777631,0.1989360615497929,0.19837884386377802,0.0005572176860148964
000117,5,What is the primary cause of this rear-end collision?,Accident Cause,The recording vehicle failed to maintain a safe following distance from the car ahead.,success,,4.892761945724487,The driver of the recording vehicle misjudged the speed of the vehicle ahead due to glare from the sun.,0.2183842162221322,"The car ahead suddenly braked without warning, causing the rear-end collision.",0.15072171344416138,0.15072171344416138,0.2183842162221322,0.1845529648331468,0.033831251388985406
000117,6,"What action could the driver of the recording vehicle have taken to prevent this accident, especially considering the visual conditions?",Accident Prevention,Maintaining a greater following distance to allow for more reaction time.,success,,3.98068904876709,Using a higher beam setting to improve visibility during bright daylight conditions.,0,Reducing speed only after noticing the vehicle ahead began braking.,0,0,0,0,0
000125,1,"Based on the visual information in the video, what are the prevailing weather and road conditions?",Weather & Light,"Daytime, winter with snow covering the ground and roadsides, and slippery snow/slush road surface.",success,,5.17505407333374,"Daytime, winter with snow on the ground and roadsides, but dry and clear road surface",0.4662479192062095,"Nighttime, winter with snow covering the ground and roadsides, and wet road surface",0.5418336199777148,0.4662479192062095,0.5418336199777148,0.5040407695919622,0.03779285038575267
000125,2,Which of the following best describes the traffic environment where the incident takes place?,Traffic Environment,A multi-lane urban road with moderate traffic and buildings alongside.,success,,4.309648275375366,rural two-lane road surrounded by trees and open fields,0.20496928229477343,wet urban intersection with heavy traffic and traffic lights,0.24099710198732122,0.20496928229477343,0.24099710198732122,0.22298319214104734,0.018013909846273893
000125,3,What is the configuration of the road in the direction the recording vehicle is traveling?,Road Configuration,A road with at least two lanes for the direction of travel.,success,,4.951233625411987,road with a single lane for the direction of travel.,0.5588614246855914,"road with two lanes in each direction, separated by a median.",0.5071410109569023,0.5071410109569023,0.5588614246855914,0.5330012178212469,0.025860206864344537
000125,4,What type of collision occurs in the video?,Accident Type,A sideswipe collision resulting from an unsafe lane change.,success,,4.379734992980957,rear-end collision caused by sudden braking in wet conditions.,0.04272166878773005,sideswipe collision due to a vehicle swerving to avoid a pedestrian.,0.1502055554528337,0.04272166878773005,0.1502055554528337,0.09646361212028187,0.05374194333255183
000125,5,What was the primary and most direct cause of this accident?,Accident Cause,The white van executed a sudden lane change without checking for or yielding to traffic in the adjacent lane.,success,,4.53003191947937,The black sedan failed to maintain a safe following distance behind the vehicle ahead.,0,The white van was struck by the oncoming vehicle due to poor visibility from rain and snow.,0.09595654041883837,0,0.09595654041883837,0.04797827020941919,0.04797827020941919
000125,6,What key action by the white van's driver would have most effectively prevented this collision?,Accident Prevention,Maintaining a sufficient following distance from the vehicle ahead and ensuring the adjacent lane was clear before moving over.,success,,4.954100131988525,Keeping a safe distance from the vehicle ahead while also signaling intentions to merge into the adjacent lane.,0.357500483496495,Slowing down immediately after entering the intersection to avoid hitting vehicles from the side.,0,0,0.357500483496495,0.1787502417482475,0.1787502417482475
000134,1,"Based on the visual evidence in the video, what are the prevailing weather and road surface conditions?",Weather & Light,Daytime with overcast skies and a wet road surface.,success,,3.874544382095337,Daytime with clear skies and a dry road surface.,0.4668191483622959,Nighttime with overcast skies and a wet road surface.,0.7247977777120476,0.4668191483622959,0.7247977777120476,0.5958084630371717,0.12898931467487584
000134,2,Which of the following best describes the traffic environment where the collision takes place?,Traffic Environment,A multi-lane urban arterial road approaching a signalized intersection.,success,,4.250360727310181,two-lane rural road with no traffic signals or intersections.,0.21944395387612664,multi-lane highway approaching a roundabout with yield signs.,0.3056480432184113,0.21944395387612664,0.3056480432184113,0.262545998547269,0.04310204467114234
000134,3,"Regarding the road layout at the point of impact, what can be observed?",Road Configuration,The collision occurs at a multi-lane urban intersection controlled by traffic signals.,success,,4.209715366363525,The collision takes place at a two-lane rural intersection without traffic signals.,0.44416343239797196,The impact occurs on a multi-lane road with no visible traffic control devices.,0.3224529855483887,0.3224529855483887,0.44416343239797196,0.3833082089731803,0.06085522342479163
000134,4,What is the specific type of collision shown in the video?,Accident Type,A T-bone (side-impact) collision between two vehicles at an intersection.,success,,4.766918182373047,rear-end collision between two vehicles at a traffic signal,0.20033842936741508,side-impact collision involving a vehicle turning left across traffic,0.23031560188933206,0.20033842936741508,0.23031560188933206,0.21532701562837359,0.014988586260958489
000134,5,"What is the primary, initiating cause of this accident?",Accident Cause,The driver of one vehicle ran a red light or failed to yield the right-of-way at the intersection.,success,,5.244693756103516,The driver of the white SUV failed to notice the red light because of a malfunctioning traffic signal.,0.284256385889513,"One vehicle entered the intersection after the light turned green, but the other car was already turning left.",0.20855962686632337,0.20855962686632337,0.284256385889513,0.2464080063779182,0.037848379511594823
000134,6,Which of the following actions would have been most effective in preventing this collision?,Accident Prevention,The at-fault driver should have observed and obeyed the traffic signal before entering the intersection.,success,,4.248775005340576,The at-fault driver should have slowed down before entering the intersection to avoid sudden stops.,0.32567816278893935,The at-fault driver should have checked for oncoming traffic while waiting at the red light.,0.20483248727544578,0.20483248727544578,0.32567816278893935,0.26525532503219257,0.06042283775674678
000136,1,"Based on the visual evidence, what are the weather and lighting conditions at the time of the incident?",Weather & Light,Snowy daytime with overcast skies and significant snow accumulation on the roadsides.,success,,4.203472137451172,Clear daytime with bright sunlight and minimal snow accumulation on the sides of the road.,0.21635328822859273,Rainy daytime with wet roads and scattered puddles along the roadside.,0.05126534921050603,0.05126534921050603,0.21635328822859273,0.13380931871954937,0.08254396950904334
000136,2,Which of the following best describes the traffic environment and road surface conditions?,Traffic Environment,"An urban area with multi-lane roads covered in slush and melted snow, creating very slippery conditions.",success,,5.339979887008667,"An urban area with multi-lane roads covered in fresh snow, creating moderate traction challenges.",0.5145909862005177,"An urban area with multi-lane roads partially cleared of snow, but with wet pavement from recent melting.",0.326912757396441,0.326912757396441,0.5145909862005177,0.42075187179847934,0.09383911440203835
000136,3,What is the configuration of the road where the accident occurs?,Road Configuration,A multi-lane urban arterial road with at least two lanes per direction,success,,4.049205780029297,two-lane rural road with a single lane per direction and no median separation,0.3302173393676904,narrow urban street with one lane per direction and frequent pedestrian crossings,0.2574826461010331,0.2574826461010331,0.3302173393676904,0.29384999273436174,0.036367346633328634
000136,4,How would you classify the sequence of events leading to the collision?,Accident Type,"A rear-end collision, the POV car hit the front car",success,,4.413117408752441,"side-swipe collision, the POV car struck the front car¡¯s side",0.4080542720350965,"T-bone collision, the POV car collided with the front car at an angle",0.3582441012259462,0.3582441012259462,0.4080542720350965,0.38314918663052133,0.024905085404575145
000136,5,What was the most likely primary cause for the incident?,Accident Cause,A sudden turn of the front car to take passenger,success,,3.663726568222046,The rear car failed to maintain a safe following distance,0.06933279273894523,The pedestrian suddenly stepped into the roadway,0,0,0.06933279273894523,0.034666396369472614,0.034666396369472614
000136,6,What would have been the most effective action to prevent this accident?,Accident Prevention,The front car driver wait for the video car to pass before starting the maneuver.,success,,4.53649640083313,The front car driver should have started the maneuver immediately to prevent blocking traffic.,0.2927614224459479,The front car driver should have signaled earlier to alert the video car of their intention to turn.,0.3460941563596385,0.2927614224459479,0.3460941563596385,0.3194277894027932,0.026666366956845322
000142,1,"Based on the visual evidence in the video, what are the prevailing weather and lighting conditions?",Weather & Light,"Daytime with an overcast sky, with wet road surfaces and good visibility.",success,,7.396448850631714,"Daytime with clear skies, dry road surfaces, and moderate visibility.",0.3366995474747898,"Nighttime with heavy rain, wet roads, and reduced visibility due to low light.",0.15306652103853385,0.15306652103853385,0.3366995474747898,0.24488303425666183,0.09181651321812798
000142,2,"""Which of the following best describes the environment where the accident takes place?",Traffic Environment,An urban multi-lane thoroughfare surrounded by high-rise apartment buildings.,success,,5.550956726074219,multi-lane road flanked by high-rise buildings but with no visible apartment complexes,0.501329688049065,suburban residential street lined with low-rise houses and parked cars,0.06318811301197176,0.06318811301197176,0.501329688049065,0.2822589005305184,0.2190707875185466
000142,3,What is the configuration of the road on which the ego-vehicle is traveling?,Road Configuration,"A multi-lane T-junction, with at least three lanes in the same direction, marked by dashed lines.",success,,5.8490869998931885,"multi-lane intersection with traffic lights and solid lane markings, but no visible T-junction configuration.",0.2370244948072464,"two-lane road with dashed lines and a crosswalk ahead, leading to a side street on the right.",0.21136559063446814,0.21136559063446814,0.2370244948072464,0.22419504272085727,0.012829452086389137
000142,4,How can the collision shown in the video be most accurately classified?,Accident Type,"A head-on/T-bone collision, initiated by one vehicle making an abrupt cut-in maneuver in front of another.",success,,4.715420484542847,head-on collision initiated by a vehicle turning left across oncoming traffic,0.29956862358086317,rear-end collision caused by the leading vehicle suddenly braking without warning,0.07776541453761332,0.07776541453761332,0.29956862358086317,0.18866701905923824,0.11090160452162492
000142,5,"What was the primary, direct cause of this accident?",Accident Cause,The dark car executed a sudden and unsafe left-turn without yielding the right of way.,success,,6.062024831771851,"The dark car began its left turn after the traffic light turned green, but without checking for oncoming traffic.",0.2352525470485487,The black car failed to maintain a safe following distance while traveling straight.,0.05323696568993896,0.05323696568993896,0.2352525470485487,0.14424475636924383,0.09100779067930487
000142,6,Which action would have been most effective in preventing this crash?,Accident Prevention,"Checking mirrors and blind spots, using a turn signal, and changing lanes one at a time when clear.",success,,5.483832359313965,"Using the turn signal and checking mirrors, but changing lanes quickly without confirming clearance.",0.5554945810705485,Maintaining a safe following distance and avoiding sudden braking when traffic slows down.,0,0,0.5554945810705485,0.27774729053527425,0.27774729053527425
000148,1,"Based on the visual evidence, what were the weather and road surface conditions at the time of the incident?",Weather & Light,"It was an overcast day with wet road surfaces, indicating recent or ongoing rain.",success,,4.4552295207977295,"It was a clear day with dry road surfaces, suggesting no recent precipitation.",0.4052053979265331,"It was an overcast day with dry pavement, indicating no rain had occurred recently.",0.4052053979265331,0.4052053979265331,0.4052053979265331,0.4052053979265331,0
000148,2,What type of traffic environment is depicted in the video where the collision occurs?,Traffic Environment,An urban area near an intersection with traffic lights and multiple lanes of traffic.,success,,4.095114707946777,"highway with multiple lanes and high-speed traffic, lacking intersections.",0.22753301040020277,"An urban area with traffic lights and multiple lanes, but the collision occurs at a pedestrian crossing.",0.5175712343524467,0.22753301040020277,0.5175712343524467,0.37255212237632473,0.14501911197612197
000148,3,Which statement accurately describes the road configuration at the point of the accident?,Road Configuration,A multi-lane arterial road where the collision happens at an intersection.,success,,4.243582487106323,multi-lane road with a median barrier where the accident happens mid-block.,0.4049409155035262,"single-carriageway road with traffic lights, but the collision takes place after the intersection.",0.24530764911068523,0.24530764911068523,0.4049409155035262,0.3251242823071057,0.07981663319642048
